1.000000000000000021e-03 4.101873886821997495e+00
4.929133858267716918e-03 2.012476772635749001e+01
8.858267716535434683e-03 3.599918777796268898e+01
1.278740157480314985e-02 5.172678304350058909e+01
1.671653543307086848e-02 6.730917799590670825e+01
2.064566929133858364e-02 8.274797305463178532e+01
2.457480314960630227e-02 9.804474505006483298e+01
2.850393700787402090e-02 1.132010476771217924e+02
3.243307086614173607e-02 1.282184119382771144e+02
3.636220472440945123e-02 1.430983465763676463e+02
4.029133858267716639e-02 1.578423384974074395e+02
4.422047244094488849e-02 1.724518531837205160e+02
4.814960629921260366e-02 1.869283350975695726e+02
5.207874015748031882e-02 2.012732080756250639e+02
5.600787401574804092e-02 2.154878757144292081e+02
5.993700787401575608e-02 2.295737217471439351e+02
6.386614173228347124e-02 2.435321104117923880e+02
6.779527559055119335e-02 2.573643868111976758e+02
7.172440944881890157e-02 2.710718772648702384e+02
7.565354330708662367e-02 2.846558896530058291e+02
7.958267716535433189e-02 2.981177137528467824e+02
8.351181102362205400e-02 3.114586215675490735e+02
8.744094488188977610e-02 3.246798676477885124e+02
9.137007874015748432e-02 3.377826894062521887e+02
9.529921259842520642e-02 3.507683074252508959e+02
9.922834645669292852e-02 3.636379257575650854e+02
1.031574803149606367e-01 3.763927322207106840e+02
1.070866141732283588e-01 3.890338986848340710e+02
1.110157480314960809e-01 4.015625813543260278e+02
1.149448818897637892e-01 4.139799210433835128e+02
1.188740157480315113e-01 4.262870434455826398e+02
1.228031496062992195e-01 4.384850593977028552e+02
1.267322834645669416e-01 4.505750651378937164e+02
1.306614173228346498e-01 4.625581425582919906e+02
1.345905511811023858e-01 4.744353594523335005e+02
1.385196850393700940e-01 4.862077697567625592e+02
1.424488188976378022e-01 4.978764137885285095e+02
1.463779527559055382e-01 5.094423184767273938e+02
1.503070866141732465e-01 5.209064975896881151e+02
1.542362204724409547e-01 5.322699519571855262e+02
1.581653543307086629e-01 5.435336696881545322e+02
1.620944881889763989e-01 5.546986263838404057e+02
1.660236220472441071e-01 5.657657853464477284e+02
1.699527559055118153e-01 5.767360977835820677e+02
1.738818897637795513e-01 5.876105030084612508e+02
1.778110236220472595e-01 5.983899286359445568e+02
1.817401574803149678e-01 6.090752907746120854e+02
1.856692913385827037e-01 6.196674942149264780e+02
1.895984251968504120e-01 6.301674326135254205e+02
1.935275590551181202e-01 6.405759886738458135e+02
1.974566929133858562e-01 6.508940343230467533e+02
2.013858267716535644e-01 6.611224308853223874e+02
2.053149606299212726e-01 6.712620292519011400e+02
2.092440944881890086e-01 6.813136700474068448e+02
2.131732283464567168e-01 6.912781837931778455e+02
2.171023622047244250e-01 7.011563910670491850e+02
2.210314960629921610e-01 7.109491026601931480e+02
2.249606299212598692e-01 7.206571197307611101e+02
2.288897637795275775e-01 7.302812339544884708e+02
2.328188976377952857e-01 7.398222276724389985e+02
2.367480314960630217e-01 7.492808740356759927e+02
2.406771653543307299e-01 7.586579371473908395e+02
2.446062992125984381e-01 7.679541722019266672e+02
2.485354330708661741e-01 7.771703256214146904e+02
2.524645669291338823e-01 7.863071351896106762e+02
2.563937007874015905e-01 7.953653301831503768e+02
2.603228346456692988e-01 8.043456315003620603e+02
2.642519685039370070e-01 8.132487517875944150e+02
2.681811023622047707e-01 8.220753955630980272e+02
2.721102362204724789e-01 8.308262593385140917e+02
2.760393700787401872e-01 8.395020317382912935e+02
2.799685039370078954e-01 8.481033936164891429e+02
2.838976377952756036e-01 8.566310181716810348e+02
2.878267716535433118e-01 8.650855710596116523e+02
2.917559055118110756e-01 8.734677105037134197e+02
2.956850393700787838e-01 8.817780874035190664e+02
2.996141732283464920e-01 8.900173454412602041e+02
3.035433070866142002e-01 8.981861211862567416e+02
3.074724409448819085e-01 9.062850441975566582e+02
3.114015748031496167e-01 9.143147371245449904e+02
3.153307086614173249e-01 9.222758158058761637e+02
3.192598425196850886e-01 9.301688893664345414e+02
3.231889763779527969e-01 9.379945603126515152e+02
3.271181102362205051e-01 9.457534246260397595e+02
3.310472440944882133e-01 9.534460718550310503e+02
3.349763779527559215e-01 9.610730852051912052e+02
3.389055118110236298e-01 9.686350416277742852e+02
3.428346456692913935e-01 9.761325119067919331e+02
3.467637795275591017e-01 9.835660607443434174e+02
3.506929133858268099e-01 9.909362468446480534e+02
3.546220472440945182e-01 9.982436229964340555e+02
3.585511811023622264e-01 1.005488736153930972e+03
3.624803149606299346e-01 1.012672127516451951e+03
3.664094488188976984e-01 1.019794332606536500e+03
3.703385826771654066e-01 1.026855881346767774e+03
3.742677165354331148e-01 1.033857298135257679e+03
3.781968503937008230e-01 1.040799101919762052e+03
3.821259842519685312e-01 1.047681806270643847e+03
3.860551181102362395e-01 1.054505919452377839e+03
3.899842519685039477e-01 1.061271944494030777e+03
3.939133858267717114e-01 1.067980379258446419e+03
3.978425196850394197e-01 1.074631716510256865e+03
4.017716535433071279e-01 1.081226443982667206e+03
4.057007874015748361e-01 1.087765044443326587e+03
4.096299212598425443e-01 1.094247995758797970e+03
4.135590551181102525e-01 1.100675770958208886e+03
4.174881889763780163e-01 1.107048838295642781e+03
4.214173228346457245e-01 1.113367661311624261e+03
4.253464566929134327e-01 1.119632698893499537e+03
4.292755905511811410e-01 1.125844405334861904e+03
4.332047244094488492e-01 1.132003230393966305e+03
4.371338582677165574e-01 1.138109619351205311e+03
4.410629921259843211e-01 1.144164013065646031e+03
4.449921259842520294e-01 1.150166848030618439e+03
4.489212598425197376e-01 1.156118556428455349e+03
4.528503937007874458e-01 1.162019566184254245e+03
4.567795275590551540e-01 1.167870301018861255e+03
4.607086614173228623e-01 1.173671180500978380e+03
4.646377952755905705e-01 1.179422620098399420e+03
4.685669291338583342e-01 1.185125031228456464e+03
4.724960629921260424e-01 1.190778821307694443e+03
4.764251968503937507e-01 1.196384393800663474e+03
4.803543307086614589e-01 1.201942148268093206e+03
4.842834645669291671e-01 1.207452480414145612e+03
4.882125984251968753e-01 1.212915782133012726e+03
4.921417322834646391e-01 1.218332441554841807e+03
4.960708661417323473e-01 1.223702843090798979e+03
5.000000000000000000e-01 1.229027367477563757e+03
