105.0379150985194 -341.7152460315289 0.173232 -0.27156 0.30991003 1.0
128.40431916716472 -373.2388356156273 0.434134 0.070122 0.35309735 1.0
122.32034589063342 -343.28768271302965 0.051012 0.257325 0.30962855 1.0
102.93628736035618 -262.64221717077464 0.200105 0.272658 0.21456258 1.0
111.80388924469304 -261.83045401366394 -0.045571 0.107232 0.21528324 1.0
141.07358608211396 -326.3810006078526 -0.165222 0.186104 0.2899717 1.0
138.63024876115827 -317.1363062573153 0.428338 0.131866 0.27840683 1.0
168.12840752989155 -327.2888110922687 -0.01446 0.115802 0.29140052 1.0
202.49415753680313 -363.0049301047911 -0.221365 -0.313397 0.33691263 1.0
194.72585892772696 -341.46287601556276 0.516158 0.064663 0.3082823 1.0
167.49926916389822 -289.6759970598379 0.36359 0.127113 0.24528873 1.0
231.72752791521003 -329.2078769769633 0.102163 -0.568197 0.29369554 1.0
308.3313957349159 -375.99986146649496 0.123985 0.049618 0.35600114 1.0
321.5188020273589 -375.21580037718564 0.33642 -0.065006 0.3544056 1.0
277.5132661333741 -313.8898683644466 0.021448 0.074483 0.2735188 1.0
377.4824974283598 -337.9923345153931 0.285441 0.552708 0.3029987 1.0
428.84221366726086 -303.21939283249526 0.208722 -0.012316 0.2609604 1.0
113.27739987828578 -306.1576878122008 -0.226772 0.110071 0.2691289 1.0
167.50316214745257 -320.1366034353403 -0.048757 0.000364 0.28771266 1.0
205.91070051096372 -353.6601979440308 0.018815 -0.176103 0.3319301 1.0
231.33798943460707 -365.5085898231522 0.110811 0.054499 0.3488245 1.0
205.76913402249406 -309.16194847365 -0.748184 -0.120679 0.2740821 1.0
244.6669166004458 -344.7555213330801 0.01545 -0.255198 0.3207527 1.0
246.03267191111672 -348.0368773623205 -0.351296 -0.076181 0.32297498 1.0
326.73079400700647 -295.62414986974426 0.221881 0.179001 0.25635716 1.0
452.11288919854996 -367.28331710335164 0.530008 -0.225539 0.34997028 1.0
500.05979658538416 -364.07825845669737 0.137002 -0.244425 0.34485096 1.0
531.1205507514298 -371.97266156949007 -0.849505 0.013421 0.35709918 1.0
419.22527206415975 -288.4084881795248 0.12208 0.099214 0.24928336 1.0
118.46819970170155 -333.0513791047577 0.041396 0.118896 0.30900273 1.0
174.21401878814572 -317.78754872511234 0.011284 0.228244 0.29083475 1.0
162.52156173514018 -275.340944651209 0.097078 0.062584 0.2384611 1.0
202.83572693040125 -323.70777945647706 0.425898 -0.222637 0.29709053 1.0
233.35288994452188 -347.2074638650043 -0.201838 -0.14789 0.32939216 1.0
272.23831217724893 -366.7048717114276 -0.081722 0.305162 0.3563994 1.0
311.74584839282613 -365.6737008100695 -0.387627 -0.05906 0.3567851 1.0
294.5186214923079 -336.02487476887785 -0.087166 0.063795 0.31408334 1.0
293.8193210160251 -272.5410837932736 -0.057003 0.042023 0.2356571 1.0
388.4162223540998 -349.0926444123366 0.086838 0.167042 0.33382413 1.0
362.4247415185744 -313.2464001422433 0.495752 0.208136 0.2833586 1.0
372.5769959447022 -318.6383098731287 -0.20668 0.129431 0.29018098 1.0
436.81748354098744 -363.6521334726216 0.150202 0.061755 0.35312635 1.0
412.40110116482776 -341.1932239449609 0.147738 -0.487332 0.32281134 1.0
446.12351893421675 -359.21711462972155 0.119646 0.371403 0.34616816 1.0
397.12260604591455 -268.0158072575473 0.099837 -0.045441 0.23009819 1.0
105.27732731887632 -327.6709066045716 0.007555 0.024255 0.30833462 1.0
77.77900939500717 -224.77407950650021 0.667231 -0.308762 0.18619487 1.0
114.5926413866424 -321.5603666613831 0.047543 0.103891 0.30152383 1.0
135.9092166070901 -309.70088512324736 -0.077658 0.125997 0.28518727 1.0
133.03488632098333 -296.17359700068965 -0.018157 0.058409 0.26809463 1.0
149.6488760936128 -308.2663933339608 -0.08945 -0.010194 0.28297582 1.0
175.27733912386623 -279.9380924240531 0.228191 -0.126187 0.24712738 1.0
221.76617478781412 -281.6388425821948 0.114227 -0.359744 0.25103635 1.0
260.0581691553676 -288.660471083889 -2.1e-05 0.130905 0.25790998 1.0
301.0657930241764 -330.7888341469999 -0.753349 0.278223 0.31423396 1.0
284.442372257201 -311.93030728268724 0.481805 -0.460073 0.28735927 1.0
283.67832888669705 -289.940722345369 0.411401 -0.192416 0.2595629 1.0
337.40767605252734 -316.0355883178615 0.279435 0.009288 0.29498467 1.0
380.03934611058247 -355.6035292995197 0.465883 -0.146235 0.34799966 1.0
384.88667006584546 -322.2308547184534 -0.052444 0.009593 0.3021114 1.0
393.9031135247999 -321.08613920679375 -0.138852 0.08478 0.30048555 1.0
416.2608191741884 -328.8514667934548 -0.038773 -0.187184 0.31052762 1.0
362.9575899412752 -270.5697674638075 -0.130806 -0.099908 0.23717605 1.0
403.0083540946747 -299.5024872388646 0.468553 0.492708 0.27097335 1.0
533.9575185606104 -346.07339588887737 -0.292516 -0.054597 0.3355428 1.0
578.7543021919956 -350.28439123092807 -0.188622 0.109364 0.34142247 1.0
117.575384372138 -353.6746406733564 0.115271 0.368468 0.35590285 1.0
160.29167910540087 -352.98015866417006 0.211463 0.229281 0.3535104 1.0
128.43144663196324 -269.1144190816014 0.043441 -0.028066 0.23970273 1.0
142.4318470995614 -292.3192942463873 0.335646 0.122962 0.26825145 1.0
146.34171873317212 -302.21057344520716 0.301436 0.373867 0.2820063 1.0
179.81135876881353 -344.82203554800225 -0.121807 0.067632 0.34189868 1.0
183.40886668879958 -344.2045321603035 0.183147 0.221394 0.33946654 1.0
198.9499069316214 -352.87755910034525 -0.008128 -0.237849 0.35282266 1.0
170.00271480632085 -287.1248576807239 -0.234679 -0.093837 0.26304424 1.0
243.99433409015813 -335.55403796207594 0.058574 0.198977 0.3282309 1.0
233.3061042349582 -307.2632083343289 0.274013 0.031231 0.28823972 1.0
258.7378501691429 -305.770043291263 0.384509 0.04859 0.28501576 1.0
273.01058031278023 -286.18799990755554 -0.05616 0.078389 0.26134706 1.0
364.90557199615387 -335.5724269128702 -0.3715 0.771929 0.32818702 1.0
387.115221977131 -342.2861116955242 0.045943 0.231682 0.33715653 1.0
360.30550728933474 -300.9146054090411 0.214002 0.050705 0.2792953 1.0
366.0228354872244 -303.0766299119361 0.096383 0.039226 0.28220367 1.0
353.37498242878513 -289.6109812320272 0.099728 -0.188138 0.26456317 1.0
401.20477152035585 -326.8721725945189 0.220829 -0.401541 0.3139753 1.0
374.82670875128105 -304.1405743323651 -0.050931 -0.020408 0.28316385 1.0
433.8746975571719 -346.6411435939056 0.294043 -0.025573 0.34374404 1.0
417.5323462014396 -325.0642499058518 0.014176 0.056519 0.3133941 1.0
419.18089986786265 -287.4676056064711 -0.017814 0.583296 0.2614435 1.0
458.79461255873196 -306.45866674651563 -0.021304 -0.176716 0.28633913 1.0
573.524458595857 -339.4046350407988 0.261303 0.091614 0.33234122 1.0
124.47356070110705 -276.6795065195509 0.048473 0.230336 0.25484234 1.0
169.18060775041215 -351.90110362691945 -0.017547 0.032 0.35797805 1.0
