0.5 0.5 0.5 0.343388 0.316439
0.591034 0.591034 0.591034 0.312619 0.338725
0.698643 0.698643 0.698643 0.276224 0.313619
0.825844 0.825844 0.825844 0.258744 0.19948
0.976204 0.976204 0.976204 0.222908 0.0375345
1.15394 1.15394 1.15394 0.152269 -0.0802621
1.36404 1.36404 1.36404 0.0687972 -0.134036
1.61239 1.61239 1.61239 0.00551193 -0.154884
1.90595 1.90595 1.90595 -0.00545696 -0.15761
2.25296 2.25296 2.25296 0.0406089 -0.143166
2.66316 2.66316 2.66316 0.0852579 -0.123407
3.14804 3.14804 3.14804 0.0969835 -0.0947726
3.72119 3.72119 3.72119 0.102342 -0.0501659
4.39871 4.39871 4.39871 0.115388 -0.00380168
5.19957 5.19957 5.19957 0.118214 0.0273115
6.14625 6.14625 6.14625 0.106377 0.0375948
7.26529 7.26529 7.26529 0.0886674 0.0303801
8.58808 8.58808 8.58808 0.0706236 0.0168891
10.1517 10.1517 10.1517 0.0553452 0.00365637
12 12 12 0.0461636 -0.00607254
