0.5 0.5 0.5 0.204381 0.329976
0.591034 0.591034 0.591034 0.307198 0.302
0.698643 0.698643 0.698643 0.329203 0.263623
0.825844 0.825844 0.825844 0.272119 0.17065
0.976204 0.976204 0.976204 0.195667 0.0804727
1.15394 1.15394 1.15394 0.158153 0.0428838
1.36404 1.36404 1.36404 0.149091 0.0298282
1.61239 1.61239 1.61239 0.14599 -0.00344976
1.90595 1.90595 1.90595 0.130205 -0.0474831
2.25296 2.25296 2.25296 0.0794337 -0.0794941
2.66316 2.66316 2.66316 0.0367361 -0.069035
3.14804 3.14804 3.14804 0.0305197 -0.00567227
3.72119 3.72119 3.72119 0.0410311 0.0587455
4.39871 4.39871 4.39871 0.0475236 0.0918036
5.19957 5.19957 5.19957 0.0464933 0.0924329
6.14625 6.14625 6.14625 0.0305438 0.0741526
7.26529 7.26529 7.26529 0.00476791 0.0615105
8.58808 8.58808 8.58808 -0.0071493 0.0593861
10.1517 10.1517 10.1517 -0.000528265 0.054627
12 12 12 0.0189235 0.0391059
