0.5 0.5 0.5 -0.208453 0.110426
0.591034 0.591034 0.591034 -0.210589 0.206833
0.698643 0.698643 0.698643 -0.133453 0.273629
0.825844 0.825844 0.825844 -0.117951 0.291942
0.976204 0.976204 0.976204 -0.280143 0.297096
1.15394 1.15394 1.15394 -0.60046 0.340013
1.36404 1.36404 1.36404 -0.929089 0.402189
1.61239 1.61239 1.61239 -1.05461 0.381096
1.90595 1.90595 1.90595 -0.930497 0.265016
2.25296 2.25296 2.25296 -0.667526 0.101397
2.66316 2.66316 2.66316 -0.387636 -0.0530067
3.14804 3.14804 3.14804 -0.177055 -0.131539
3.72119 3.72119 3.72119 -0.055533 -0.121416
4.39871 4.39871 4.39871 0.00582149 -0.0729594
5.19957 5.19957 5.19957 0.0411613 -0.0320573
6.14625 6.14625 6.14625 0.0670035 -0.00947703
7.26529 7.26529 7.26529 0.0823074 -0.000881841
8.58808 8.58808 8.58808 0.0811581 0.00204059
10.1517 10.1517 10.1517 0.0656485 0.0046896
12 12 12 0.0436896 0.00701307
