0.5 0.5 0.5 -0.0649554 -0.0521561
0.591034 0.591034 0.591034 -0.268242 0.168906
0.698643 0.698643 0.698643 -0.440644 0.284996
0.825844 0.825844 0.825844 -0.527247 0.291715
0.976204 0.976204 0.976204 -0.501644 0.201668
1.15394 1.15394 1.15394 -0.437641 -0.0103606
1.36404 1.36404 1.36404 -0.29819 -0.265729
1.61239 1.61239 1.61239 -0.0576699 -0.416662
1.90595 1.90595 1.90595 0.123584 -0.425096
2.25296 2.25296 2.25296 0.152624 -0.355595
2.66316 2.66316 2.66316 0.0828498 -0.272034
3.14804 3.14804 3.14804 -0.0113459 -0.201327
3.72119 3.72119 3.72119 -0.0729326 -0.138645
4.39871 4.39871 4.39871 -0.0881534 -0.0913956
5.19957 5.19957 5.19957 -0.0794867 -0.0612224
6.14625 6.14625 6.14625 -0.0660194 -0.0369119
7.26529 7.26529 7.26529 -0.0546777 -0.0175715
8.58808 8.58808 8.58808 -0.0431984 -0.00598647
10.1517 10.1517 10.1517 -0.0266604 0.00217119
12 12 12 -0.00712038 0.00986489
