0.5 0.5 0.5 -0.648443 0.0356289
0.591034 0.591034 0.591034 -0.803899 0.179157
0.698643 0.698643 0.698643 -0.816113 0.502798
0.825844 0.825844 0.825844 -0.731098 0.890369
0.976204 0.976204 0.976204 -0.625355 1.18275
1.15394 1.15394 1.15394 -0.664653 1.14774
1.36404 1.36404 1.36404 -0.76384 0.766011
1.61239 1.61239 1.61239 -0.670941 0.30373
1.90595 1.90595 1.90595 -0.423339 -0.0280576
2.25296 2.25296 2.25296 -0.193767 -0.21331
2.66316 2.66316 2.66316 -0.0528829 -0.314846
3.14804 3.14804 3.14804 0.012217 -0.352124
3.72119 3.72119 3.72119 0.0390463 -0.317428
4.39871 4.39871 4.39871 0.0545433 -0.240283
5.19957 5.19957 5.19957 0.0589443 -0.153621
6.14625 6.14625 6.14625 0.0464733 -0.0752212
7.26529 7.26529 7.26529 0.0228615 -0.023114
8.58808 8.58808 8.58808 0.000417931 -0.00704901
10.1517 10.1517 10.1517 -0.0105137 -0.0119312
12 12 12 -0.00771565 -0.0178409
