0.5 0.5 0.5 0.716722 0.278536
0.591034 0.591034 0.591034 0.732941 0.352256
0.698643 0.698643 0.698643 0.607431 0.432632
0.825844 0.825844 0.825844 0.445107 0.514629
0.976204 0.976204 0.976204 0.286601 0.488124
1.15394 1.15394 1.15394 0.130896 0.35355
1.36404 1.36404 1.36404 -0.0135329 0.237494
1.61239 1.61239 1.61239 -0.135789 0.200678
1.90595 1.90595 1.90595 -0.199457 0.207131
2.25296 2.25296 2.25296 -0.201892 0.207391
2.66316 2.66316 2.66316 -0.164839 0.148345
3.14804 3.14804 3.14804 -0.131672 0.0456661
3.72119 3.72119 3.72119 -0.141378 -0.0335781
4.39871 4.39871 4.39871 -0.168895 -0.0684308
5.19957 5.19957 5.19957 -0.172501 -0.0854674
6.14625 6.14625 6.14625 -0.14639 -0.0959956
7.26529 7.26529 7.26529 -0.101707 -0.0893347
8.58808 8.58808 8.58808 -0.0518727 -0.0674289
10.1517 10.1517 10.1517 -0.0114265 -0.0402492
12 12 12 0.0137169 -0.0166457
