0.5 0.5 0.5 -0.302848 0.0798557
0.591034 0.591034 0.591034 -0.182578 -0.0833282
0.698643 0.698643 0.698643 -0.031125 -0.156325
0.825844 0.825844 0.825844 0.15019 -0.15594
0.976204 0.976204 0.976204 0.317953 -0.122853
1.15394 1.15394 1.15394 0.407495 -0.110287
1.36404 1.36404 1.36404 0.3957 -0.126625
1.61239 1.61239 1.61239 0.330126 -0.167207
1.90595 1.90595 1.90595 0.245108 -0.207601
2.25296 2.25296 2.25296 0.153375 -0.230779
2.66316 2.66316 2.66316 0.057073 -0.226345
3.14804 3.14804 3.14804 -0.00803404 -0.201585
3.72119 3.72119 3.72119 -0.017659 -0.174169
4.39871 4.39871 4.39871 -0.00758641 -0.149277
5.19957 5.19957 5.19957 -0.00999274 -0.126254
6.14625 6.14625 6.14625 -0.0128293 -0.110178
7.26529 7.26529 7.26529 -0.00891919 -0.109486
8.58808 8.58808 8.58808 -0.00501352 -0.121399
10.1517 10.1517 10.1517 -0.00360786 -0.127986
12 12 12 -0.00591771 -0.117862
