0.5 0.5 0.5 0.0270977 -0.087244
0.591034 0.591034 0.591034 0.0254331 0.0130654
0.698643 0.698643 0.698643 0.0282528 0.0854186
0.825844 0.825844 0.825844 0.02121 0.127237
0.976204 0.976204 0.976204 0.0190865 0.163167
1.15394 1.15394 1.15394 0.0237647 0.199608
1.36404 1.36404 1.36404 0.00904848 0.235188
1.61239 1.61239 1.61239 -0.0186728 0.270024
1.90595 1.90595 1.90595 -0.0549329 0.281579
2.25296 2.25296 2.25296 -0.0989364 0.255931
2.66316 2.66316 2.66316 -0.122607 0.195262
3.14804 3.14804 3.14804 -0.105535 0.11393
3.72119 3.72119 3.72119 -0.0628748 0.0382612
4.39871 4.39871 4.39871 -0.0266394 -0.0192168
5.19957 5.19957 5.19957 -0.0126154 -0.0677755
6.14625 6.14625 6.14625 -0.0135478 -0.103565
7.26529 7.26529 7.26529 -0.0181589 -0.113788
8.58808 8.58808 8.58808 -0.0189855 -0.104578
10.1517 10.1517 10.1517 -0.01489 -0.0939421
12 12 12 -0.0101903 -0.0901805
