0.5 0.5 0.5 0.0826439 -0.297995
0.591034 0.591034 0.591034 0.423864 0.378933
0.698643 0.698643 0.698643 0.620491 0.514616
0.825844 0.825844 0.825844 0.589221 0.308886
0.976204 0.976204 0.976204 0.427541 0.0971041
1.15394 1.15394 1.15394 0.258387 0.0117219
1.36404 1.36404 1.36404 0.140275 0.00420729
1.61239 1.61239 1.61239 0.0758381 0.00428489
1.90595 1.90595 1.90595 0.0461195 -0.00605753
2.25296 2.25296 2.25296 0.0316092 -0.0176036
2.66316 2.66316 2.66316 0.0186292 -0.0246304
3.14804 3.14804 3.14804 0.00452913 -0.0253075
3.72119 3.72119 3.72119 -0.00657036 -0.019513
4.39871 4.39871 4.39871 -0.0115759 -0.0113607
5.19957 5.19957 5.19957 -0.0119132 -0.00533205
6.14625 6.14625 6.14625 -0.0107136 -0.00253189
7.26529 7.26529 7.26529 -0.00921025 -0.00217423
8.58808 8.58808 8.58808 -0.0072976 -0.00287093
10.1517 10.1517 10.1517 -0.0052474 -0.00351619
12 12 12 -0.00359644 -0.0037285
