0.5 0.5 0.5 -0.591695 -0.492327
0.591034 0.591034 0.591034 -0.273556 -0.684691
0.698643 0.698643 0.698643 0.192295 -0.775044
0.825844 0.825844 0.825844 0.723938 -0.723216
0.976204 0.976204 0.976204 1.18802 -0.625674
1.15394 1.15394 1.15394 1.3765 -0.506747
1.36404 1.36404 1.36404 1.24401 -0.397711
1.61239 1.61239 1.61239 0.888226 -0.344651
1.90595 1.90595 1.90595 0.472858 -0.288773
2.25296 2.25296 2.25296 0.135192 -0.235224
2.66316 2.66316 2.66316 -0.0633694 -0.246159
3.14804 3.14804 3.14804 -0.118 -0.277333
3.72119 3.72119 3.72119 -0.109852 -0.271824
4.39871 4.39871 4.39871 -0.109468 -0.224658
5.19957 5.19957 5.19957 -0.12394 -0.156854
6.14625 6.14625 6.14625 -0.152578 -0.0619911
7.26529 7.26529 7.26529 -0.178206 0.0545621
8.58808 8.58808 8.58808 -0.177547 0.13896
10.1517 10.1517 10.1517 -0.150712 0.15367
12 12 12 -0.111514 0.109717
