0.5 0.5 0.5 -0.152931 1.28495
0.591034 0.591034 0.591034 0.759265 1.4107
0.698643 0.698643 0.698643 1.06786 1.25795
0.825844 0.825844 0.825844 0.940782 0.853237
0.976204 0.976204 0.976204 0.657408 0.457877
1.15394 1.15394 1.15394 0.385482 0.210034
1.36404 1.36404 1.36404 0.188269 0.0821501
1.61239 1.61239 1.61239 0.0762548 0.013125
1.90595 1.90595 1.90595 0.0296705 -0.0250173
2.25296 2.25296 2.25296 0.0159324 -0.0407292
2.66316 2.66316 2.66316 0.00901845 -0.0419701
3.14804 3.14804 3.14804 -0.000177206 -0.0352158
3.72119 3.72119 3.72119 -0.00960091 -0.0249884
4.39871 4.39871 4.39871 -0.0158081 -0.014992
5.19957 5.19957 5.19957 -0.0180817 -0.00779031
6.14625 6.14625 6.14625 -0.0170761 -0.00384184
7.26529 7.26529 7.26529 -0.0139907 -0.00232726
8.58808 8.58808 8.58808 -0.0104205 -0.00201665
10.1517 10.1517 10.1517 -0.00717027 -0.00200119
12 12 12 -0.00464486 -0.00195737
