0.5 0.5 0.5 -0.712969 2.56721
0.591034 0.591034 0.591034 -0.0848054 1.76636
0.698643 0.698643 0.698643 0.314877 0.985373
0.825844 0.825844 0.825844 0.42403 0.531941
0.976204 0.976204 0.976204 0.296778 0.259038
1.15394 1.15394 1.15394 0.0817453 0.023191
1.36404 1.36404 1.36404 -0.0915656 -0.184885
1.61239 1.61239 1.61239 -0.15457 -0.296021
1.90595 1.90595 1.90595 -0.125868 -0.296898
2.25296 2.25296 2.25296 -0.0680222 -0.232466
2.66316 2.66316 2.66316 -0.0233288 -0.151716
3.14804 3.14804 3.14804 -0.00543896 -0.0873015
3.72119 3.72119 3.72119 -0.00889894 -0.0477134
4.39871 4.39871 4.39871 -0.0205562 -0.0248163
5.19957 5.19957 5.19957 -0.0302155 -0.0102197
6.14625 6.14625 6.14625 -0.0323295 0.000314873
7.26529 7.26529 7.26529 -0.0278367 0.00793648
8.58808 8.58808 8.58808 -0.0214702 0.0124705
10.1517 10.1517 10.1517 -0.015838 0.0141277
12 12 12 -0.0118274 0.0140707
