0.5 0.5 0.5 -0.114113 1.17106
0.591034 0.591034 0.591034 0.624259 1.35779
0.698643 0.698643 0.698643 0.896316 1.22524
0.825844 0.825844 0.825844 0.811091 0.832847
0.976204 0.976204 0.976204 0.580538 0.44671
1.15394 1.15394 1.15394 0.346197 0.204612
1.36404 1.36404 1.36404 0.170174 0.0797819
1.61239 1.61239 1.61239 0.0685468 0.0123095
1.90595 1.90595 1.90595 0.026534 -0.0250646
2.25296 2.25296 2.25296 0.014651 -0.0404543
2.66316 2.66316 2.66316 0.00849495 -0.0416137
3.14804 3.14804 3.14804 -0.000342424 -0.0348964
3.72119 3.72119 3.72119 -0.00957227 -0.024756
4.39871 4.39871 4.39871 -0.0156809 -0.0148511
5.19957 5.19957 5.19957 -0.017918 -0.00771666
6.14625 6.14625 6.14625 -0.0169164 -0.00380536
7.26529 7.26529 7.26529 -0.0138583 -0.00230507
8.58808 8.58808 8.58808 -0.0103214 -0.00199742
10.1517 10.1517 10.1517 -0.00710202 -0.00198215
12 12 12 -0.00460064 -0.00193878
